Amplitude,Spike Count,Area,Peak (uV),Trough (uV),PTratio,Duration (ms),Footprint
188,180,ORBl1,41.8,-146.5,0.3,0.53,71
249,383,ORBl1,78.8,-170,0.5,0.63,70
120,390,ORBl1,37.9,-82,0.5,0.67,55
303,1094,ORBl2/3,99.5,-203.6,0.5,0.7,78
325,122,ORBl2/3,96.9,-228,0.4,0.67,76
364,1661,ORBl2/3,90.2,-273.8,0.3,0.67,71
269,2788,ORBl2/3,69.8,-198.9,0.4,0.73,66
66,4730,ORBl2/3,23.9,-42.4,0.6,1.03,21
226,2341,ORBl2/3,70.5,-155.8,0.5,0.77,76
266,456,ORBl2/3,83.1,-182.6,0.5,0.67,80
287,316,ORBl2/3,87.4,-199.1,0.4,0.6,79
78,383,OLF,22.1,-55.5,0.4,0.8,44
190,1297,ORBl1,58.4,-131.4,0.4,0.73,71
160,407,ORBl2/3,48.2,-111.3,0.4,0.63,58
124,1009,ORBl2/3,38.7,-85.3,0.5,0.7,69
88,1194,ORBl2/3,28.6,-59.2,0.5,0.67,38
113,1361,ORBl2/3,34.6,-78,0.4,0.7,72
136,2858,ORBl2/3,50.8,-85.6,0.6,0.27,65
86,982,ORBl1,24.5,-61.9,0.4,0.8,59
114,430,ORBl2/3,32.7,-81.6,0.4,0.73,72
93,1589,OLF,31.8,-61.4,0.5,0.83,34
220,916,AON,78.5,-141.2,0.6,0.2,41
155,2110,AON,20.9,-134.5,0.2,0.9,49
179,2421,AON,44,-135.4,0.3,0.87,58
101,791,AON,19.7,-81.4,0.2,1.03,39
325,71,AON,74.5,-250.8,0.3,0.7,79
95,882,AON,22.7,-72,0.3,0.6,29
255,188,AON,63.2,-191.8,0.3,0.63,71
212,715,AON,63.5,-149,0.4,0.63,47
294,9856,AON,106.7,-187.5,0.6,0.2,71
379,229,AON,101.1,-278.3,0.4,0.67,85
263,2997,AON,60.7,-202.5,0.3,0.87,67
423,104,AON,128.7,-294.1,0.4,0.67,86
445,104,AON,103.9,-340.7,0.3,0.7,76
401,214,AON,91.9,-309.4,0.3,0.63,99
153,546,AON,26.5,-126.2,0.2,0.57,65
366,179,AON,78.6,-287,0.3,0.67,74
338,201,AON,99,-238.6,0.4,0.57,60
358,110,AON,80.3,-277.5,0.3,0.7,65
408,267,AON,103.1,-305.1,0.3,0.7,71
361,157,AON,92.4,-268.6,0.3,0.67,75
215,1526,AON,54.3,-160.2,0.3,0.6,56
307,829,AON,48.1,-259.3,0.2,0.67,82
272,1862,AON,72.7,-199.2,0.4,0.63,69
305,664,AON,61.9,-243.3,0.3,0.67,73
279,493,AON,66.1,-212.6,0.3,0.67,69
260,1027,AON,67.6,-192.6,0.4,0.63,88
704,354,AON,148.1,-556.4,0.3,0.7,101
680,353,AON,149,-531.2,0.3,0.67,87
150,314,AON,44.3,-105.4,0.4,0.83,53
445,465,AON,106.5,-338.7,0.3,0.73,68
211,359,AON,57.6,-153.5,0.4,0.7,75
90,380,AON,23.2,-66.6,0.3,1.3,31
204,6725,AON,59.2,-144.7,0.4,0.23,44
106,4954,AON,34.4,-71.4,0.5,0.67,44
321,822,AON,88,-233.3,0.4,0.67,65
153,782,AON,43,-109.6,0.4,0.67,70
80,1824,AON,21.2,-58.8,0.4,0.87,33
95,325,AON,30.5,-64.9,0.5,0.77,35
175,588,AON,53.7,-121.3,0.4,0.8,53
98,1126,AON,20.7,-77.4,0.3,0.9,41
129,1753,AON,42.4,-86.8,0.5,0.23,52
101,383,AON,24.1,-76.7,0.3,0.63,56
136,742,AON,41.6,-94.3,0.4,0.6,38
167,3251,AON,56.4,-110.7,0.5,0.87,45
178,454,AON,42.6,-135.2,0.3,0.73,82
129,2479,AON,38.2,-90.8,0.4,0.97,32
389,325,AON,106.4,-282.9,0.4,0.57,86
202,1179,AON,56.6,-145.7,0.4,0.7,71
119,1388,AON,28,-90.8,0.3,0.73,44
132,1972,AON,33.3,-98.4,0.3,0.57,47
95,1116,AON,24.9,-70,0.4,0.63,26
90,354,AON,26.8,-62.8,0.4,0.6,38
170,1487,AON,60.2,-110.1,0.5,0.7,64
140,986,AON,46,-94.4,0.5,0.77,58
130,3162,AON,33.4,-96.3,0.3,1,42
123,326,AON,40.4,-82.8,0.5,1.3,38
115,598,AON,39.8,-74.8,0.5,0.67,59
171,1304,AON,40.3,-131.1,0.3,0.7,67
153,1388,AON,56.8,-96.2,0.6,0.57,81
295,323,PIR,71,-223.7,0.3,0.57,73
196,277,PIR,52.7,-143,0.4,0.5,77
204,90,PIR,39.3,-164.8,0.2,0.5,76
173,360,PIR,47,-126.3,0.4,0.43,54
172,1660,PIR,97.2,-74.7,1.3,0.63,56
395,224,PIR,96.6,-298,0.3,0.57,51
289,957,PIR,113.1,-176.3,0.6,0.63,82
112,3133,PIR,29.4,-82.3,0.4,0.6,71
202,632,PIR,82.1,-119.4,0.7,0.9,58
416,130,PIR,147,-268.9,0.5,0.57,63
176,7129,PIR,44.7,-131.3,0.3,0.97,60
568,859,PIR,118.1,-449.9,0.3,0.57,87
243,342,PIR,59.1,-183.5,0.3,0.63,66
171,2281,PIR,61.1,-110,0.6,0.3,55
241,336,PIR,70.9,-169.8,0.4,0.53,110
218,699,PIR,49.2,-168.6,0.3,0.53,74
112,466,PIR,43.4,-68.3,0.6,0.63,48
535,4952,PIR,155.1,-379.7,0.4,0.3,66
157,815,PIR,50.4,-106.7,0.5,0.23,82
165,692,PIR,38.2,-126.7,0.3,0.77,61
177,512,PIR,55.2,-121.7,0.5,0.63,69
376,1622,PIR,105.4,-270.9,0.4,0.6,71
709,322,PIR,182.1,-526.4,0.3,0.63,107
327,329,PIR,81.5,-245.6,0.3,0.73,73
707,322,PIR,182.9,-523.8,0.3,0.63,115
138,474,PIR,42.9,-94.8,0.5,0.53,47
173,482,PIR,42.6,-130.1,0.3,0.53,86
164,1128,PIR,51,-112.7,0.5,0.8,59
213,618,PIR,64.6,-148.6,0.4,0.7,69
182,328,PIR,58.7,-123.6,0.5,0.7,57
88,1268,AON,27,-60.9,0.4,0.67,26
108,1110,AON,37.3,-71.1,0.5,0.27,40
124,3398,PIR,26.2,-97.4,0.3,0.53,47
263,374,PIR,53.9,-208.9,0.3,0.57,73
83,2640,PIR,21.6,-61.7,0.4,0.7,55
213,784,PIR,44.8,-167.9,0.3,0.6,67
99,483,PIR,35.8,-63.6,0.6,0.83,75
238,513,PIR,68.7,-169,0.4,0.7,77
213,556,PIR,95.3,-117.4,0.8,1.03,60
287,407,PIR,86.3,-200.2,0.4,0.6,76
181,389,PIR,56.5,-124.4,0.5,0.53,55
155,312,AON,48.3,-106.7,0.5,0.67,68
78,1854,AON,19.2,-58.4,0.3,0.5,42
164,671,AON,46.6,-117.2,0.4,0.67,62
156,13078,AON,55.1,-100.7,0.5,0.23,58
124,561,AON,30.8,-92.8,0.3,0.3,75
88,222,PIR,23.3,-64.4,0.4,0.73,59
77,431,PIR,22.4,-54.9,0.4,0.67,66
71,455,PIR,24.8,-46.1,0.5,0.73,32
177,302,PIR,41.1,-135.7,0.3,0.53,63
155,357,PIR,43,-112.3,0.4,0.47,59
105,406,PIR,37.2,-67.5,0.6,0.6,78
118,393,PIR,34.7,-83.2,0.4,0.6,72
188,272,PIR,50.2,-137.6,0.4,0.53,69
83,491,PIR,74.5,-8.6,8.7,-2.7,0
169,635,PIR,47.2,-121.3,0.4,0.57,59
529,194,VPM,85.9,-443.4,0.2,0.47,70
521,208,VPM,85.1,-435.6,0.2,0.5,70
47,3654,VPM,31.7,-15.3,2.1,1.03,17
114,4640,VPM,28.1,-86,0.3,1.03,34
241,179,VPM,69.4,-172,0.4,0.7,63
166,4463,VPM,35.8,-130.3,0.3,0.63,38
122,130,VPM,16.2,-105.3,0.2,0.5,32
372,231,VPM,82.8,-289.1,0.3,0.6,55
57,1074,VPM,11.6,-45,0.3,0.87,17
88,624,VPM,86.4,-1.7,50.2,0.4,5
273,167,VPM,63,-210.5,0.3,0.63,86
202,1931,VPM,48,-153.7,0.3,0.53,48
86,583,VPM,49.8,-36.4,1.4,1.03,8
159,137,VPM,26.6,-132,0.2,0.33,8
258,98,VPM,68.7,-188.9,0.4,0.83,43
133,534,VPM,44.5,-88.2,0.5,0.97,26
79,6677,VPM,18.8,-60.7,0.3,0.57,15
552,1381,VPM,94.8,-457.1,0.2,0.47,51
1018,80,VPM,147.7,-870.3,0.2,0.63,74
967,80,VPM,149.2,-818.1,0.2,0.7,74
482,121,VPM,89.8,-391.9,0.2,0.47,62
461,125,VPM,87.6,-373.8,0.2,0.5,61
84,676,VPM,33.7,-50.5,0.7,1,24
214,192,VPM,42.4,-172,0.2,0.63,49
169,169,VPM,49.6,-119.1,0.4,0.63,60
405,1993,VPM,85.9,-318.7,0.3,0.5,39
188,168,VPM,37.5,-150.3,0.2,0.5,37
49,427,VPM,10.3,-39.1,0.3,0.5,4
93,592,VPM,86.7,-5.9,14.7,-2.7,0
123,3457,VPM,59.4,-64,0.9,0.9,31
221,882,VPM,49.2,-171.4,0.3,0.53,43
248,871,VPM,75.1,-172.5,0.4,0.7,65
109,706,VPM,30.7,-78.5,0.4,0.5,44
275,162,VPM,70.5,-204.3,0.3,0.6,66
896,8264,VPM,143.7,-752.3,0.2,0.4,70
77,821,VPM,25.5,-51.6,0.5,0.53,23
117,6369,VPM,26.6,-89.9,0.3,0.33,18
205,132,VPM,50.4,-154.9,0.3,0.53,41
93,4340,VPM,30.9,-62.2,0.5,0.63,29
155,1276,VPM,50,-105.4,0.5,0.47,38
87,3680,VPM,30.7,-56.3,0.5,1,20
79,2330,VPM,22,-56.7,0.4,0.83,39
275,2810,VPM,74.4,-200.9,0.4,0.43,70
105,654,VPM,29.2,-75.9,0.4,0.47,27
233,8259,VPM,51.8,-180.9,0.3,0.6,48
286,2785,VPM,73.9,-212.5,0.3,0.43,70
206,1979,VPM,67.5,-138.8,0.5,0.23,38
139,3755,VPM,33.3,-105.5,0.3,0.67,43
244,757,VPM,73.7,-170.3,0.4,0.73,64
75,5332,VPM,24.7,-50,0.5,0.83,16
160,1299,VPM,40.1,-119.5,0.3,0.6,53
82,2483,VPM,19.8,-62.2,0.3,0.67,27
249,863,VPM,69.6,-179.7,0.4,0.7,59
68,5892,VPM,20.2,-48.1,0.4,0.53,23
57,1637,VPM,19.5,-37.9,0.5,0.57,19
90,2336,VPM,25.9,-63.8,0.4,1.03,21
54,67,VPM,12.6,-41,0.3,1.03,9
75,440,VPM,17,-57.6,0.3,0.93,31
42,1446,VPM,12.2,-30.2,0.4,0.83,1
113,1871,VPM,34.1,-79,0.4,0.63,36
213,6619,fiber tracts,84.5,-128.8,0.7,0.3,67
118,477,fiber tracts,10.6,-107.3,0.1,0.37,28
224,889,MRN,65.7,-158.3,0.4,0.3,63
122,1144,MRN,32.4,-90,0.4,0.23,59
131,2568,MRN,48.8,-82.4,0.6,0.2,66
167,14140,SNr,60.3,-106.8,0.6,0.4,55
101,4946,SNr,29.8,-71.2,0.4,0.3,64
106,9397,SNr,37.5,-68.1,0.6,0.3,70
99,8758,SNc,29.5,-69.4,0.4,0.37,21
94,10379,SNc,19.7,-74.6,0.3,0.3,42
100,12619,SNr,42,-58.4,0.7,0.27,59
158,896,SNr,59.6,-98.1,0.6,0.23,71
209,12808,SNr,64.9,-144.5,0.4,0.47,58
181,13866,SNr,62.3,-118.3,0.5,0.37,67
131,14658,SNr,42.5,-88.9,0.5,0.4,55
404,91,AId5,77.9,-326.2,0.2,0.8,55
182,2067,AId5,51.5,-130.6,0.4,0.73,50
127,274,AId5,32.5,-94.3,0.3,0.43,46
185,1793,AId5,61.1,-123.6,0.5,0.3,66
105,4250,ORBl6a,19.2,-85.5,0.2,0.7,32
195,107,MOp6a,49.4,-145.1,0.3,0.7,62
147,551,MOp6a,39.7,-106.9,0.4,0.9,51
88,2106,ORBl5,30.9,-57.4,0.5,0.77,52
155,1759,ORBl5,41,-113.6,0.4,0.77,63
101,585,ORBl5,29.3,-71.5,0.4,0.7,41
49,2241,ORBl5,13.7,-35.2,0.4,0.87,25
205,1061,ORBl5,61.6,-143.4,0.4,0.63,52
116,310,ORBl5,38.1,-77.7,0.5,0.57,54
111,380,ORBl5,44,-66.7,0.7,0.67,42
140,155,AId5,36.2,-104.3,0.3,0.87,56
129,886,AId5,36,-92.7,0.4,0.83,37
73,11696,AId5,21.1,-52,0.4,0.3,35
245,178,ORBl2/3,74.3,-171.1,0.4,0.83,61
120,12548,ORBl2/3,24.9,-95.5,0.3,0.87,17
84,5596,ORBl2/3,34.3,-50,0.7,0.23,16
223,179,ORBl2/3,74.2,-148.4,0.5,0.63,50
217,421,ORBl5,85.4,-131.6,0.6,0.67,55
81,375,ORBl5,25.2,-56.3,0.4,0.4,50
329,1372,ORBl5,72.3,-256.8,0.3,0.77,53
215,67,ORBl5,61.3,-153.8,0.4,0.73,65
199,82,ORBl5,57.6,-140.9,0.4,0.83,64
116,377,ORBl5,31.9,-84.5,0.4,0.63,55
152,1020,ORBl5,37.7,-114.7,0.3,0.67,50
87,685,ORBl5,34.3,-52.5,0.7,0.3,52
176,102,ORBl5,53.1,-123.3,0.4,0.77,67
106,242,ORBl5,37.3,-68.4,0.5,0.6,43
285,459,ORBl5,98,-187.2,0.5,0.23,62
143,109,ORBl5,42.7,-100.7,0.4,0.63,57
205,2148,ORBl5,69,-135.8,0.5,0.2,55
147,435,ORBl5,45.3,-101.7,0.4,0.67,65
48,1474,ORBl5,12.2,-36,0.3,0.63,16
225,92,ORBl5,67.2,-158.2,0.4,0.7,59
154,228,ORBl5,44.8,-108.7,0.4,0.87,48
167,233,ORBl5,54,-112.8,0.5,0.27,49
69,4485,ORBl5,26.1,-42.9,0.6,0.93,42
104,459,ORBl5,32.1,-71.5,0.4,0.67,45
102,310,ORBl2/3,21.7,-80.1,0.3,0.8,38
95,514,ORBl2/3,28.9,-65.7,0.4,0.6,40
132,1285,ORBl5,45.6,-86.8,0.5,0.27,46
113,798,ORBl5,36.1,-76.7,0.5,0.27,64
66,359,ORBl5,21.4,-44.5,0.5,0.7,40
99,4540,ORBl5,36,-63.3,0.6,0.23,51
66,327,ORBl5,19.4,-46.4,0.4,0.6,35
122,4547,ORBl2/3,41.5,-81,0.5,0.43,47
334,462,ORBl2/3,84.4,-249.4,0.3,0.63,54
381,739,ORBl2/3,112.1,-269.3,0.4,0.7,77
226,1095,ORBl2/3,66.4,-159.5,0.4,0.67,60
361,431,ORBl2/3,100,-261.3,0.4,0.6,60
235,1144,ORBl2/3,74.6,-160.7,0.5,0.2,60
187,311,ORBl2/3,74.2,-112.8,0.7,0.2,57
350,617,ORBl2/3,124.7,-225.6,0.6,0.5,76
328,3083,ORBl2/3,104.9,-223.4,0.5,0.57,71
248,187,ORBl2/3,59.7,-187.8,0.3,0.57,83
306,1185,ORBl2/3,98.6,-207.6,0.5,0.57,64
213,1812,ORBl2/3,72.9,-140.5,0.5,0.53,63
172,122,ORBl2/3,53.3,-118.6,0.4,0.77,65
343,890,ORBl2/3,87.1,-255.6,0.3,0.67,93
258,162,ORBl2/3,70.9,-187.2,0.4,0.73,63
344,868,ORBl2/3,86.8,-257.3,0.3,0.63,91
173,610,ORBl2/3,41.5,-131.3,0.3,0.63,62
184,87,ORBl2/3,61,-122.9,0.5,0.77,77
91,917,ORBl2/3,24.5,-66.4,0.4,0.6,52
102,1161,ORBl2/3,18.2,-84,0.2,0.73,28
121,619,ORBl2/3,39.2,-81.6,0.5,0.73,51
200,421,ORBl2/3,57.2,-142.7,0.4,0.6,79
163,422,ORBl2/3,53.8,-108.9,0.5,0.53,63
92,781,ORBl2/3,26.8,-64.9,0.4,0.67,25
154,458,ORBl2/3,47.6,-106.4,0.4,0.73,53
110,869,ORBl2/3,38.4,-71.5,0.5,0.67,46
168,255,OLF,49.7,-118.5,0.4,0.73,60
106,3162,ORBl1,30.9,-74.6,0.4,1.27,47
343,248,ORBl1,125.7,-217.6,0.6,0.17,52
138,106,ORBl1,43.5,-95,0.5,0.67,70
188,180,ORBl1,41.8,-146.5,0.3,0.53,71
249,383,ORBl1,78.8,-170,0.5,0.63,70
120,390,ORBl1,37.9,-82,0.5,0.67,55
303,1094,ORBl2/3,99.5,-203.6,0.5,0.7,78
325,122,ORBl2/3,96.9,-228,0.4,0.67,76
364,1661,ORBl2/3,90.2,-273.8,0.3,0.67,71
269,2788,ORBl2/3,69.8,-198.9,0.4,0.73,66
66,4730,ORBl2/3,23.9,-42.4,0.6,1.03,21
226,2341,ORBl2/3,70.5,-155.8,0.5,0.77,76
266,456,ORBl2/3,83.1,-182.6,0.5,0.67,80
287,316,ORBl2/3,87.4,-199.1,0.4,0.6,79
78,383,OLF,22.1,-55.5,0.4,0.8,44
190,1297,ORBl1,58.4,-131.4,0.4,0.73,71
160,407,ORBl2/3,48.2,-111.3,0.4,0.63,58
124,1009,ORBl2/3,38.7,-85.3,0.5,0.7,69
88,1194,ORBl2/3,28.6,-59.2,0.5,0.67,38
113,1361,ORBl2/3,34.6,-78,0.4,0.7,72
136,2858,ORBl2/3,50.8,-85.6,0.6,0.27,65
86,982,ORBl1,24.5,-61.9,0.4,0.8,59
114,430,ORBl2/3,32.7,-81.6,0.4,0.73,72
93,1589,OLF,31.8,-61.4,0.5,0.83,34
220,916,AON,78.5,-141.2,0.6,0.2,41
155,2110,AON,20.9,-134.5,0.2,0.9,49
179,2421,AON,44,-135.4,0.3,0.87,58
101,791,AON,19.7,-81.4,0.2,1.03,39
325,71,AON,74.5,-250.8,0.3,0.7,79
95,882,AON,22.7,-72,0.3,0.6,29
255,188,AON,63.2,-191.8,0.3,0.63,71
212,715,AON,63.5,-149,0.4,0.63,47
294,9856,AON,106.7,-187.5,0.6,0.2,71
379,229,AON,101.1,-278.3,0.4,0.67,85
263,2997,AON,60.7,-202.5,0.3,0.87,67
423,104,AON,128.7,-294.1,0.4,0.67,86
445,104,AON,103.9,-340.7,0.3,0.7,76
401,214,AON,91.9,-309.4,0.3,0.63,99
153,546,AON,26.5,-126.2,0.2,0.57,65
366,179,AON,78.6,-287,0.3,0.67,74
338,201,AON,99,-238.6,0.4,0.57,60
358,110,AON,80.3,-277.5,0.3,0.7,65
408,267,AON,103.1,-305.1,0.3,0.7,71
361,157,AON,92.4,-268.6,0.3,0.67,75
215,1526,AON,54.3,-160.2,0.3,0.6,56
307,829,AON,48.1,-259.3,0.2,0.67,82
272,1862,AON,72.7,-199.2,0.4,0.63,69
305,664,AON,61.9,-243.3,0.3,0.67,73
279,493,AON,66.1,-212.6,0.3,0.67,69
260,1027,AON,67.6,-192.6,0.4,0.63,88
704,354,AON,148.1,-556.4,0.3,0.7,101
680,353,AON,149,-531.2,0.3,0.67,87
150,314,AON,44.3,-105.4,0.4,0.83,53
445,465,AON,106.5,-338.7,0.3,0.73,68
211,359,AON,57.6,-153.5,0.4,0.7,75
90,380,AON,23.2,-66.6,0.3,1.3,31
204,6725,AON,59.2,-144.7,0.4,0.23,44
106,4954,AON,34.4,-71.4,0.5,0.67,44
321,822,AON,88,-233.3,0.4,0.67,65
153,782,AON,43,-109.6,0.4,0.67,70
80,1824,AON,21.2,-58.8,0.4,0.87,33
95,325,AON,30.5,-64.9,0.5,0.77,35
175,588,AON,53.7,-121.3,0.4,0.8,53
98,1126,AON,20.7,-77.4,0.3,0.9,41
129,1753,AON,42.4,-86.8,0.5,0.23,52
101,383,AON,24.1,-76.7,0.3,0.63,56
136,742,AON,41.6,-94.3,0.4,0.6,38
167,3251,AON,56.4,-110.7,0.5,0.87,45
178,454,AON,42.6,-135.2,0.3,0.73,82
129,2479,AON,38.2,-90.8,0.4,0.97,32
389,325,AON,106.4,-282.9,0.4,0.57,86
202,1179,AON,56.6,-145.7,0.4,0.7,71
119,1388,AON,28,-90.8,0.3,0.73,44
132,1972,AON,33.3,-98.4,0.3,0.57,47
95,1116,AON,24.9,-70,0.4,0.63,26
90,354,AON,26.8,-62.8,0.4,0.6,38
170,1487,AON,60.2,-110.1,0.5,0.7,64
140,986,AON,46,-94.4,0.5,0.77,58
130,3162,AON,33.4,-96.3,0.3,1,42
123,326,AON,40.4,-82.8,0.5,1.3,38
115,598,AON,39.8,-74.8,0.5,0.67,59
171,1304,AON,40.3,-131.1,0.3,0.7,67
153,1388,AON,56.8,-96.2,0.6,0.57,81
295,323,PIR,71,-223.7,0.3,0.57,73
196,277,PIR,52.7,-143,0.4,0.5,77
204,90,PIR,39.3,-164.8,0.2,0.5,76
173,360,PIR,47,-126.3,0.4,0.43,54
172,1660,PIR,97.2,-74.7,1.3,0.63,56
395,224,PIR,96.6,-298,0.3,0.57,51
289,957,PIR,113.1,-176.3,0.6,0.63,82
112,3133,PIR,29.4,-82.3,0.4,0.6,71
202,632,PIR,82.1,-119.4,0.7,0.9,58
416,130,PIR,147,-268.9,0.5,0.57,63
176,7129,PIR,44.7,-131.3,0.3,0.97,60
568,859,PIR,118.1,-449.9,0.3,0.57,87
243,342,PIR,59.1,-183.5,0.3,0.63,66
171,2281,PIR,61.1,-110,0.6,0.3,55
241,336,PIR,70.9,-169.8,0.4,0.53,110
218,699,PIR,49.2,-168.6,0.3,0.53,74
112,466,PIR,43.4,-68.3,0.6,0.63,48
535,4952,PIR,155.1,-379.7,0.4,0.3,66
157,815,PIR,50.4,-106.7,0.5,0.23,82
165,692,PIR,38.2,-126.7,0.3,0.77,61
177,512,PIR,55.2,-121.7,0.5,0.63,69
376,1622,PIR,105.4,-270.9,0.4,0.6,71
709,322,PIR,182.1,-526.4,0.3,0.63,107
327,329,PIR,81.5,-245.6,0.3,0.73,73
707,322,PIR,182.9,-523.8,0.3,0.63,115
138,474,PIR,42.9,-94.8,0.5,0.53,47
173,482,PIR,42.6,-130.1,0.3,0.53,86
164,1128,PIR,51,-112.7,0.5,0.8,59
213,618,PIR,64.6,-148.6,0.4,0.7,69
182,328,PIR,58.7,-123.6,0.5,0.7,57
88,1268,AON,27,-60.9,0.4,0.67,26
108,1110,AON,37.3,-71.1,0.5,0.27,40
124,3398,PIR,26.2,-97.4,0.3,0.53,47
263,374,PIR,53.9,-208.9,0.3,0.57,73
83,2640,PIR,21.6,-61.7,0.4,0.7,55
213,784,PIR,44.8,-167.9,0.3,0.6,67
99,483,PIR,35.8,-63.6,0.6,0.83,75
238,513,PIR,68.7,-169,0.4,0.7,77
213,556,PIR,95.3,-117.4,0.8,1.03,60
287,407,PIR,86.3,-200.2,0.4,0.6,76
181,389,PIR,56.5,-124.4,0.5,0.53,55
155,312,AON,48.3,-106.7,0.5,0.67,68
78,1854,AON,19.2,-58.4,0.3,0.5,42
164,671,AON,46.6,-117.2,0.4,0.67,62
156,13078,AON,55.1,-100.7,0.5,0.23,58
124,561,AON,30.8,-92.8,0.3,0.3,75
88,222,PIR,23.3,-64.4,0.4,0.73,59
77,431,PIR,22.4,-54.9,0.4,0.67,66
71,455,PIR,24.8,-46.1,0.5,0.73,32
177,302,PIR,41.1,-135.7,0.3,0.53,63
155,357,PIR,43,-112.3,0.4,0.47,59
105,406,PIR,37.2,-67.5,0.6,0.6,78
118,393,PIR,34.7,-83.2,0.4,0.6,72
188,272,PIR,50.2,-137.6,0.4,0.53,69
83,491,PIR,74.5,-8.6,8.7,-2.7,0
169,635,PIR,47.2,-121.3,0.4,0.57,59
529,194,VPM,85.9,-443.4,0.2,0.47,70
521,208,VPM,85.1,-435.6,0.2,0.5,70
47,3654,VPM,31.7,-15.3,2.1,1.03,17
114,4640,VPM,28.1,-86,0.3,1.03,34
241,179,VPM,69.4,-172,0.4,0.7,63
166,4463,VPM,35.8,-130.3,0.3,0.63,38
122,130,VPM,16.2,-105.3,0.2,0.5,32
372,231,VPM,82.8,-289.1,0.3,0.6,55
57,1074,VPM,11.6,-45,0.3,0.87,17
88,624,VPM,86.4,-1.7,50.2,0.4,5
273,167,VPM,63,-210.5,0.3,0.63,86
202,1931,VPM,48,-153.7,0.3,0.53,48
86,583,VPM,49.8,-36.4,1.4,1.03,8
159,137,VPM,26.6,-132,0.2,0.33,8
258,98,VPM,68.7,-188.9,0.4,0.83,43
133,534,VPM,44.5,-88.2,0.5,0.97,26
79,6677,VPM,18.8,-60.7,0.3,0.57,15
552,1381,VPM,94.8,-457.1,0.2,0.47,51
1018,80,VPM,147.7,-870.3,0.2,0.63,74
967,80,VPM,149.2,-818.1,0.2,0.7,74
482,121,VPM,89.8,-391.9,0.2,0.47,62
461,125,VPM,87.6,-373.8,0.2,0.5,61
84,676,VPM,33.7,-50.5,0.7,1,24
214,192,VPM,42.4,-172,0.2,0.63,49
169,169,VPM,49.6,-119.1,0.4,0.63,60
405,1993,VPM,85.9,-318.7,0.3,0.5,39
188,168,VPM,37.5,-150.3,0.2,0.5,37
49,427,VPM,10.3,-39.1,0.3,0.5,4
93,592,VPM,86.7,-5.9,14.7,-2.7,0
123,3457,VPM,59.4,-64,0.9,0.9,31
221,882,VPM,49.2,-171.4,0.3,0.53,43
248,871,VPM,75.1,-172.5,0.4,0.7,65
109,706,VPM,30.7,-78.5,0.4,0.5,44
275,162,VPM,70.5,-204.3,0.3,0.6,66
896,8264,VPM,143.7,-752.3,0.2,0.4,70
77,821,VPM,25.5,-51.6,0.5,0.53,23
117,6369,VPM,26.6,-89.9,0.3,0.33,18
205,132,VPM,50.4,-154.9,0.3,0.53,41
93,4340,VPM,30.9,-62.2,0.5,0.63,29
155,1276,VPM,50,-105.4,0.5,0.47,38
87,3680,VPM,30.7,-56.3,0.5,1,20
79,2330,VPM,22,-56.7,0.4,0.83,39
275,2810,VPM,74.4,-200.9,0.4,0.43,70
105,654,VPM,29.2,-75.9,0.4,0.47,27
233,8259,VPM,51.8,-180.9,0.3,0.6,48
286,2785,VPM,73.9,-212.5,0.3,0.43,70
206,1979,VPM,67.5,-138.8,0.5,0.23,38
139,3755,VPM,33.3,-105.5,0.3,0.67,43
244,757,VPM,73.7,-170.3,0.4,0.73,64
75,5332,VPM,24.7,-50,0.5,0.83,16
160,1299,VPM,40.1,-119.5,0.3,0.6,53
82,2483,VPM,19.8,-62.2,0.3,0.67,27
249,863,VPM,69.6,-179.7,0.4,0.7,59
68,5892,VPM,20.2,-48.1,0.4,0.53,23
57,1637,VPM,19.5,-37.9,0.5,0.57,19
90,2336,VPM,25.9,-63.8,0.4,1.03,21
54,67,VPM,12.6,-41,0.3,1.03,9
75,440,VPM,17,-57.6,0.3,0.93,31
42,1446,VPM,12.2,-30.2,0.4,0.83,1
113,1871,VPM,34.1,-79,0.4,0.63,36
174,218,SSp-tr6a,54.2,-120.1,0.5,0.73,41
284,311,SSp-tr5,94.5,-189.4,0.5,0.57,76
217,2029,SSp-tr5,73.8,-143.2,0.5,0.53,97
138,5063,SSp-tr5,43.1,-94.9,0.5,0.63,53
117,1440,VISa5,37,-79.9,0.5,0.77,37
87,472,SSp-tr5,25.1,-62.2,0.4,0.8,36
149,769,VISa5,52.3,-97.1,0.5,0.63,88
153,326,VISa5,56.2,-96.8,0.6,0.53,54
135,2019,cc,29,-105.6,0.3,0.27,9
194,777,cc,35.1,-158.7,0.2,0.3,14
241,3569,cc,47.3,-194,0.2,0.27,17
328,1172,cc,107.7,-220.5,0.5,0.7,52
198,2171,cc,50.9,-147.5,0.3,0.73,47
122,427,cc,35.5,-86.8,0.4,0.73,35
177,277,SSp-tr6b,29.4,-148.1,0.2,0.87,31
224,209,SSp-tr6b,32.9,-191.3,0.2,0.87,34
78,725,SSp-tr6b,25.8,-52.6,0.5,0.77,31
90,304,SSp-tr6a,31.2,-58.8,0.5,0.7,29
55,1111,SSp-tr6b,14.9,-39.7,0.4,0.93,17
74,463,CA1,56.4,-17.8,3.2,1.17,20
126,350,CA1,92.5,-33.9,2.7,1.27,27
102,2202,CA1,54.9,-47.4,1.2,0.8,18
