Amplitude,Spike Count,Area,Peak (uV),Trough (uV),PTratio,Duration (ms),Footprint
93,2932,CA1,67,-25.6,2.6,0.3,28
126,719,CA1,30.6,-94.9,0.3,0.27,9
75,436,CA1,30.9,-44.1,0.7,0.37,36
214,873,CA1,54.5,-159.1,0.3,1,53
81,2019,CA1,22.4,-58.4,0.4,0.53,42
86,10573,CA1,21.3,-64.3,0.3,0.33,37
168,65,CA1,26.4,-141.2,0.2,0.6,37
243,736,CA1,46.6,-196.8,0.2,0.73,55
117,449,CA1,29.7,-87.3,0.3,0.8,47
130,210,CA1,85.6,-44,1.9,0.9,21
628,309,CA1,106.4,-522.1,0.2,0.9,63
208,271,CA1,48.1,-160,0.3,0.73,51
103,489,CA1,25.7,-77.7,0.3,0.67,25
132,1891,CA1,27.3,-104.6,0.3,0.8,37
178,994,CA1,49.3,-128.7,0.4,0.7,61
100,1459,CA1,21.2,-79,0.3,0.7,39
77,754,CA1,23.8,-53.2,0.4,0.93,33
467,2873,CA3,119,-348.5,0.3,0.53,59
161,11993,CA3,29.6,-131,0.2,0.23,10
147,734,CA3,33.4,-114,0.3,1,60
170,1024,CA3,52.1,-118,0.4,1,63
155,2437,CA3,41.8,-113.5,0.4,0.23,73
135,2176,CA3,33.3,-101.2,0.3,0.23,13
336,2011,CA3,90,-246,0.4,0.43,59
127,337,CA3,39.4,-87.6,0.4,0.47,52
129,3430,CA3,45.4,-83.2,0.5,0.3,57
90,424,CA3,20.4,-69.4,0.3,1,38
288,876,LD,71,-217.2,0.3,0.47,75
528,938,LD,106.1,-421.5,0.3,0.5,79
181,10422,LD,36.6,-144,0.3,0.23,37
251,2087,LD,85,-166.1,0.5,0.5,58
200,431,LD,57.6,-142.8,0.4,0.7,56
371,2995,LD,110.3,-260.6,0.4,0.5,85
152,3981,LD,49.6,-102.3,0.5,0.67,50
339,815,LD,103.1,-236.3,0.4,0.43,75
605,2578,LD,182,-423.2,0.4,0.47,80
356,1806,LD,112,-244.1,0.5,0.53,74
316,2263,LD,103.7,-211.8,0.5,0.43,69
269,2526,LD,79.5,-189.3,0.4,0.47,74
282,3009,LD,108.1,-173.8,0.6,0.47,66
330,3813,LD,96.3,-234,0.4,0.47,72
320,875,LD,85.1,-235.3,0.4,0.47,63
176,788,LD,58,-118.1,0.5,0.57,71
115,4437,LD,43.4,-72,0.6,0.57,44
129,3609,LD,32.2,-97,0.3,0.7,58
288,2110,LD,87.9,-200.3,0.4,0.43,71
103,662,LD,29.2,-74.3,0.4,0.43,40
110,705,LD,36.4,-73.2,0.5,0.43,48
718,1396,PO,207.8,-510.3,0.4,0.47,72
198,535,PO,67.9,-130.4,0.5,0.47,53
241,295,PO,72.8,-167.8,0.4,0.5,68
130,5080,PO,47.4,-82.4,0.6,0.63,57
459,623,PO,124,-335,0.4,0.47,59
180,1534,PO,66.5,-113.6,0.6,0.5,67
973,1003,PO,292.7,-680.6,0.4,0.5,95
442,707,PO,138.6,-303.1,0.5,0.53,70
460,693,PO,143.1,-317.2,0.5,0.53,71
207,1009,PO,66.4,-140.7,0.5,0.43,47
311,3008,PO,118.3,-192.4,0.6,0.57,61
986,1075,PO,288.6,-697.1,0.4,0.47,86
139,4483,PO,29.2,-109.7,0.3,0.23,8
117,3353,PO,42.8,-74.4,0.6,0.6,42
568,2007,PO,179.3,-388.7,0.5,0.5,68
258,7074,PO,77.9,-180.3,0.4,0.63,81
217,825,PO,68,-148.9,0.5,0.57,62
213,4107,PO,61.8,-151,0.4,0.17,16
305,585,PO,98.2,-206.9,0.5,0.5,67
545,682,LD,157.8,-387.2,0.4,0.53,82
517,1015,LD,165.2,-352.2,0.5,0.47,71
1011,1753,LD,268.1,-742.6,0.4,0.53,85
153,1429,LD,48.5,-104.8,0.5,0.5,40
206,1200,LD,69.2,-137.1,0.5,0.47,77
199,3486,PO,68.5,-130.7,0.5,0.53,61
161,1017,PO,56.9,-103.8,0.5,0.47,69
184,1420,PO,68.3,-115.3,0.6,0.47,63
172,1377,PO,56.9,-115.5,0.5,0.47,74
255,3251,PO,73.7,-181.1,0.4,0.5,55
197,943,PO,73.5,-123.3,0.6,0.57,63
238,857,LD,82.7,-155.6,0.5,0.57,59
287,1147,LD,86.3,-200.5,0.4,0.47,53
138,1997,PO,41.5,-96.4,0.4,0.5,53
124,2487,PO,43.1,-81.2,0.5,0.47,39
407,157,TH,121.8,-285.3,0.4,0.47,57
336,958,TH,98.1,-237.6,0.4,0.4,69
267,3431,TH,83.4,-183.7,0.5,0.5,69
168,7231,TH,55,-113,0.5,0.5,60
139,871,TH,45.5,-93.9,0.5,0.5,61
216,500,TH,66.4,-149.4,0.4,0.47,64
346,535,PO,114.2,-231.4,0.5,0.47,63
292,708,PO,93.3,-199,0.5,0.43,60
284,777,PO,101.7,-182.6,0.6,0.47,61
283,469,PO,93,-189.8,0.5,0.47,69
497,911,PO,138.9,-357.9,0.4,0.43,55
448,13378,PO,104.2,-343.4,0.3,0.67,51
68,1878,PO,23.8,-43.9,0.5,0.43,34
709,1777,PO,219,-490.1,0.4,0.43,73
222,695,PO,79.5,-142.6,0.6,0.47,53
204,589,PO,63.9,-139.8,0.5,0.5,61
129,7160,PO,39.2,-89.8,0.4,0.63,42
201,1674,PO,70.6,-130.2,0.5,0.47,57
119,3872,PO,45.3,-73.2,0.6,0.5,39
239,692,PO,63.3,-175.6,0.4,0.43,56
91,4121,PO,28,-62.6,0.4,0.57,49
438,1785,VPM,138.5,-299.9,0.5,0.4,68
120,1109,VPM,23.2,-96.4,0.2,0.57,49
238,1663,VPM,54,-184.4,0.3,0.53,55
692,1992,VPM,176.4,-515.5,0.3,0.5,98
239,538,VPM,88.6,-150.3,0.6,0.87,46
921,724,VPM,313.6,-607.9,0.5,0.5,63
439,312,VPM,133.2,-305.9,0.4,0.47,75
233,4376,VPM,75.4,-157.3,0.5,0.63,60
231,544,VPM,77.8,-153.1,0.5,0.43,72
133,7848,VPM,33.8,-98.8,0.3,0.77,47
747,655,VPM,195.2,-551.4,0.4,0.43,67
261,818,VPM,102,-158.7,0.6,0.7,47
486,4373,VPM,184,-302.3,0.6,0.43,67
712,1384,VPM,167.1,-544.5,0.3,0.5,73
195,7629,TH,34.9,-160.3,0.2,0.2,15
255,1014,TH,99.7,-155,0.6,0.43,68
154,692,VPM,41.7,-112.7,0.4,0.47,68
215,719,TH,63,-152.2,0.4,0.43,72
522,1278,VPM,146.5,-375.9,0.4,0.43,59
163,600,VPM,42.8,-120.4,0.4,0.8,43
229,14580,VPM,180.2,-48.9,3.7,1,7
238,317,VPM,68,-170.1,0.4,0.4,58
76,2992,VPM,59,-16.6,3.5,0.4,7
263,261,VPM,76.3,-186.5,0.4,0.5,72
121,3538,VPM,26,-95.2,0.3,0.37,30
533,440,VPM,173.9,-358.8,0.5,0.33,70
189,334,VPM,43.7,-145.7,0.3,0.2,12
228,3944,VPM,21.4,-206.4,0.1,0.33,18
98,438,VPM,34.1,-63.4,0.5,0.9,25
176,9099,VPM,49.8,-126.4,0.4,0.73,41
475,1354,VPM,138.1,-336.9,0.4,0.47,69
561,970,VPM,186,-375.1,0.5,0.33,67
484,299,VPM,168.4,-315.2,0.5,0.4,72
479,296,VPM,160.2,-318.7,0.5,0.4,69
550,600,VPM,189.2,-360.3,0.5,0.33,69
435,1716,VPM,112.4,-323,0.3,0.4,60
160,8802,VPM,116.9,-43.5,2.7,0.73,15
456,861,VPM,124.3,-331.4,0.4,0.4,81
128,758,VPM,29,-98.5,0.3,0.23,19
803,886,VPM,284.9,-518.1,0.5,0.37,68
380,11259,VPM,96.2,-284,0.3,0.13,25
226,935,VPM,73,-153.5,0.5,0.37,60
189,1302,VPM,50.9,-138.2,0.4,0.43,65
475,1186,VPM,142.4,-332.2,0.4,0.43,69
486,395,VPM,159.3,-327,0.5,0.37,79
129,601,VPM,32.7,-96.7,0.3,0.5,52
123,1998,VPM,34.4,-88.6,0.4,0.43,56
147,762,VPM,38.3,-108.5,0.4,0.33,58
144,521,VPM,44.7,-99.2,0.5,0.33,37
96,4244,VPM,27.7,-68.2,0.4,1.07,47
188,890,VAL,30.5,-157.1,0.2,0.3,9
115,10522,VAL,20.1,-95.3,0.2,0.13,10
253,4577,VAL,36.9,-215.9,0.2,0.2,17
342,3224,VAL,78.5,-263,0.3,0.63,51
164,4774,VAL,94,-69.9,1.3,1.27,16
150,253,VAL,34.6,-115.6,0.3,0.27,14
274,2384,VAL,82.2,-191.6,0.4,0.1,25
920,656,VAL,234.2,-685.7,0.3,0.47,87
183,356,VAL,28.7,-154.3,0.2,0.23,22
902,657,VAL,232.1,-670.4,0.3,0.47,84
318,231,VAL,129.6,-188,0.7,0.6,60
807,71,VAL,167.5,-639.6,0.3,0.53,83
286,10213,VAL,46.6,-239.7,0.2,0.17,48
1340,258,VAL,396.2,-943.9,0.4,0.5,82
1315,2671,VAL,402.7,-912.3,0.4,0.47,85
1279,2286,VAL,395.4,-883.7,0.4,0.47,85
207,1893,VAL,52.1,-155.1,0.3,0.43,71
257,11505,VAL,39.5,-217.6,0.2,0.13,27
182,8666,VAL,44.8,-137.5,0.3,0.77,53
165,895,VAL,39.2,-126.3,0.3,0.37,61
199,2729,VAL,37,-162,0.2,0.23,14
110,3260,VAL,52.1,-58.3,0.9,0.1,19
737,172,VPM,212.6,-524.2,0.4,0.4,104
136,11008,VPM,28.8,-107.4,0.3,0.27,9
239,7463,VPM,39.8,-198.8,0.2,0.23,44
218,12754,VPM,50.6,-167.1,0.3,0.17,22
93,226,VPM,18.8,-74.2,0.3,1.03,20
69,830,VAL,16.3,-53.2,0.3,0.3,8
161,436,VAL,46.2,-114.9,0.4,0.47,61
205,1091,VAL,55.2,-150.1,0.4,0.53,56
155,513,VAL,26.1,-128.7,0.2,0.27,11
244,1222,VM,77.8,-166.2,0.5,0.53,84
291,373,VM,77.6,-213.2,0.4,0.23,14
356,3375,VM,237.6,-118.5,2,0.6,26
145,360,VM,24.9,-120.5,0.2,0.33,16
162,490,VM,50.8,-110.8,0.5,0.27,9
180,4602,VM,54.3,-125.2,0.4,0.57,51
319,3047,VM,125.1,-194.1,0.6,0.47,76
211,1665,VM,53.3,-158.1,0.3,0.23,9
785,1305,VM,220.5,-564.6,0.4,0.5,64
277,19879,VM,182.3,-94.6,1.9,1.23,16
162,20727,VM,99.7,-62.3,1.6,0.73,13
395,394,VM,194.2,-200.9,1,0.6,85
211,6783,VM,39.7,-171.5,0.2,0.23,31
250,11483,VM,43.4,-206.7,0.2,0.2,53
247,1146,VM,72.8,-174,0.4,0.53,60
528,2271,VM,163.9,-363.9,0.5,0.4,84
220,28854,VM,53.9,-166.4,0.3,0.17,25
515,2269,VM,156.2,-358.8,0.4,0.4,87
232,2586,VM,72,-159.8,0.5,0.47,78
1128,362,VM,382.3,-745.8,0.5,0.43,92
219,23877,VM,63.4,-155.9,0.4,0.13,25
1122,362,VM,394.8,-727.3,0.5,0.43,92
1146,78,VM,411.3,-734.8,0.6,0.43,93
330,2287,VM,114.4,-215.7,0.5,0.43,77
227,944,VM,79.5,-148,0.5,0.4,69
155,1296,VM,35.7,-119.3,0.3,0.13,24
402,774,VM,134.2,-267.5,0.5,0.43,98
110,612,VAL,17.8,-92.2,0.2,0.33,9
179,591,VAL,53.6,-125.8,0.4,0.4,75
157,436,VAL,23.4,-134.1,0.2,0.23,18
160,1324,VAL,40.8,-119.2,0.3,0.17,11
215,1597,VAL,65.3,-150.1,0.4,0.43,64
178,446,VM,36.8,-141.2,0.3,0.23,17
211,550,VM,41.9,-169.4,0.2,0.23,23
198,449,VM,35,-163.1,0.2,0.3,17
186,1138,VM,69.3,-116.7,0.6,0.6,60
97,3000,VM,33.3,-63.5,0.5,0.2,7
165,1668,VM,42.5,-122.8,0.3,0.23,17
266,646,VM,86.4,-180,0.5,0.5,93
262,2005,VM,85.9,-175.8,0.5,0.57,81
272,4458,VM,99.6,-172.6,0.6,0.5,68
209,375,VM,62.6,-145.9,0.4,0.23,18
267,1733,VM,104.7,-162.2,0.6,0.53,72
348,708,VM,106.1,-241.6,0.4,0.4,71
103,1130,VM,82.3,-21.1,3.9,0.27,7
358,782,VM,136.7,-221.2,0.6,0.43,95
140,1266,VM,27,-113.5,0.2,0.3,11
166,606,VM,28.3,-137.5,0.2,0.3,14
185,1582,VM,85.6,-99.4,0.9,0.67,63
298,903,VM,95.5,-202.4,0.5,0.5,68
167,980,VAL,43.7,-123.8,0.4,0.4,46
217,926,VM,71,-145.6,0.5,0.5,72
194,1289,VM,31.1,-163,0.2,0.23,17
188,2997,VM,36.7,-151.1,0.2,0.23,13
273,167,VPM,63,-210.5,0.3,0.63,86
202,1931,VPM,48,-153.7,0.3,0.53,48
86,583,VPM,49.8,-36.4,1.4,1.03,8
159,137,VPM,26.6,-132,0.2,0.33,8
258,98,VPM,68.7,-188.9,0.4,0.83,43
133,534,VPM,44.5,-88.2,0.5,0.97,26
79,6677,VPM,18.8,-60.7,0.3,0.57,15
552,1381,VPM,94.8,-457.1,0.2,0.47,51
1018,80,VPM,147.7,-870.3,0.2,0.63,74
967,80,VPM,149.2,-818.1,0.2,0.7,74
482,121,VPM,89.8,-391.9,0.2,0.47,62
461,125,VPM,87.6,-373.8,0.2,0.5,61
84,676,VPM,33.7,-50.5,0.7,1,24
214,192,VPM,42.4,-172,0.2,0.63,49
169,169,VPM,49.6,-119.1,0.4,0.63,60
405,1993,VPM,85.9,-318.7,0.3,0.5,39
188,168,VPM,37.5,-150.3,0.2,0.5,37
49,427,VPM,10.3,-39.1,0.3,0.5,4
93,592,VPM,86.7,-5.9,14.7,-2.7,0
123,3457,VPM,59.4,-64,0.9,0.9,31
221,882,VPM,49.2,-171.4,0.3,0.53,43
248,871,VPM,75.1,-172.5,0.4,0.7,65
109,706,VPM,30.7,-78.5,0.4,0.5,44
275,162,VPM,70.5,-204.3,0.3,0.6,66
896,8264,VPM,143.7,-752.3,0.2,0.4,70
77,821,VPM,25.5,-51.6,0.5,0.53,23
117,6369,VPM,26.6,-89.9,0.3,0.33,18
205,132,VPM,50.4,-154.9,0.3,0.53,41
93,4340,VPM,30.9,-62.2,0.5,0.63,29
155,1276,VPM,50,-105.4,0.5,0.47,38
87,3680,VPM,30.7,-56.3,0.5,1,20
79,2330,VPM,22,-56.7,0.4,0.83,39
275,2810,VPM,74.4,-200.9,0.4,0.43,70
105,654,VPM,29.2,-75.9,0.4,0.47,27
233,8259,VPM,51.8,-180.9,0.3,0.6,48
286,2785,VPM,73.9,-212.5,0.3,0.43,70
206,1979,VPM,67.5,-138.8,0.5,0.23,38
139,3755,VPM,33.3,-105.5,0.3,0.67,43
244,757,VPM,73.7,-170.3,0.4,0.73,64
75,5332,VPM,24.7,-50,0.5,0.83,16
160,1299,VPM,40.1,-119.5,0.3,0.6,53
82,2483,VPM,19.8,-62.2,0.3,0.67,27
249,863,VPM,69.6,-179.7,0.4,0.7,59
68,5892,VPM,20.2,-48.1,0.4,0.53,23
57,1637,VPM,19.5,-37.9,0.5,0.57,19
90,2336,VPM,25.9,-63.8,0.4,1.03,21
54,67,VPM,12.6,-41,0.3,1.03,9
75,440,VPM,17,-57.6,0.3,0.93,31
42,1446,VPM,12.2,-30.2,0.4,0.83,1
113,1871,VPM,34.1,-79,0.4,0.63,36
68,392,MOs5,24.8,-43,0.6,1.3,16
117,603,MOs5,32.5,-84.4,0.4,0.8,75
140,14652,MOs5,56.9,-82.6,0.7,0.33,23
85,8966,MOs5,24.5,-60.8,0.4,0.3,15
202,3424,MOs5,35.8,-165.7,0.2,0.93,61
74,355,MOs5,18,-55.6,0.3,0.9,26
89,243,MOs5,25,-63.5,0.4,0.73,59
79,5841,MOs5,63,-15.7,4,1.1,27
264,405,MOs5,94.7,-169.6,0.6,0.23,75
274,398,MOs5,98.3,-175.3,0.6,0.23,73
115,3414,MOs5,35.5,-79,0.4,0.2,33
117,1131,MOs5,36,-80.6,0.4,0.83,44
91,1030,MOs5,30.8,-60.5,0.5,1,27
269,1119,MOs2/3,41.5,-227.9,0.2,0.43,34
241,1875,MOs2/3,58.3,-183,0.3,1.07,51
112,437,MOp5,31.6,-80.6,0.4,0.7,47
47,189,MOs5,20.4,-26.8,0.8,1.1,4
107,445,MOs5,38.9,-67.8,0.6,0.73,66
89,579,MOs5,73.7,-15.1,4.9,-2.7,0
63,383,MOs5,24.5,-38.3,0.6,1.07,9
161,415,MOp5,42.7,-118,0.4,0.9,61
144,4241,MOp5,40.5,-103.3,0.4,0.6,85
312,1994,MOp5,76.7,-235.2,0.3,0.8,78
215,761,MOp5,80.8,-133.7,0.6,0.6,106
385,128,MOp5,94.2,-290.9,0.3,0.77,84
282,768,MOp5,81.7,-200.8,0.4,0.73,70
133,851,MOp5,43.9,-89.6,0.5,0.83,119
191,1460,MOp5,95.7,-95,1,0.77,31
399,400,MOp5,90.1,-308.9,0.3,0.8,66
113,200,MOp5,32.1,-80.5,0.4,0.73,60
226,1456,MOp5,52.6,-173.9,0.3,0.87,46
82,5220,MOp5,56.5,-25.3,2.2,0.43,7
195,633,MOp5,53.2,-142.2,0.4,0.7,52
86,1045,MOp5,27.1,-59.3,0.5,0.27,31
371,383,MOp5,69.6,-301.8,0.2,0.63,45
128,842,MOs5,36.4,-92,0.4,0.67,54
89,2868,MOs5,21.5,-67.3,0.3,0.93,36
161,210,MOs5,41.9,-118.7,0.4,0.7,65
185,723,MOp5,55.4,-129.4,0.4,0.77,53
177,754,MOp5,56.7,-120.7,0.5,0.73,66
154,367,MOp5,41.6,-112.4,0.4,0.7,59
48,1785,MOp5,17.4,-30.6,0.6,0.93,11
91,304,MOp5,25.7,-64.9,0.4,0.83,53
75,203,MOp5,22.4,-52.3,0.4,0.73,57
340,1772,MOp5,88.7,-251.7,0.4,0.7,78
93,612,MOp5,88.2,-4.6,19.2,1.03,5
62,1017,MOp5,13.2,-48.7,0.3,0.8,33
137,239,MOp6a,97.1,-40.3,2.4,0.37,36
133,351,MOp6a,90.9,-41.8,2.2,0.3,17
132,359,MOp6a,43,-89.2,0.5,0.57,28
473,122,MOp6a,112.3,-360.8,0.3,0.6,95
481,106,MOp6a,115.7,-365,0.3,0.6,94
108,920,MOp6a,77.2,-30.8,2.5,0.7,40
222,308,MOp6a,85.3,-137.1,0.6,0.5,45
96,477,MOp5,45.3,-50.2,0.9,0.3,0
211,490,MOp5,67,-144.3,0.5,0.57,77
268,327,MOp5,80.6,-187.9,0.4,0.57,91
222,1580,MOp5,79.9,-142.6,0.6,0.6,72
361,627,MOp5,102.6,-258.1,0.4,0.63,62
87,13076,MOp5,65.9,-21.1,3.1,-2.7,2
256,1962,MOp5,76.7,-179.2,0.4,0.7,65
482,366,MOp5,149.6,-332.1,0.5,0.63,78
244,1655,MOp5,76.7,-167.4,0.5,0.67,76
183,405,MOp5,53.6,-129.8,0.4,0.8,68
194,1182,MOp5,62.4,-131.9,0.5,0.67,69
228,268,MOp5,75.6,-152.2,0.5,0.57,71
239,2099,MOp5,84.4,-155,0.5,0.6,73
111,1667,MOp6a,41.8,-68.7,0.6,0.47,32
112,651,MOp5,38.9,-73.2,0.5,0.63,69
84,625,MOp5,80.6,-3.3,24.2,0.67,5
173,3521,MOp5,59.8,-112.9,0.5,0.37,74
103,1278,MOp6a,32.1,-71.1,0.5,0.87,34
101,236,MOp6a,66.9,-33.8,2,0.53,0
147,452,MOp6a,31.7,-115.6,0.3,0.77,18
111,1446,MOp6a,36.5,-74.7,0.5,0.73,31
137,3839,MOp6a,33.7,-103.8,0.3,0.2,23
249,1661,MOp6a,59.4,-189.1,0.3,0.23,14
137,314,MOp6a,37.2,-99.9,0.4,0.63,54
318,1164,MOp6a,78.6,-239.8,0.3,0.7,47
129,1294,MOp6a,63.1,-66.4,1,1.03,19
233,211,MOp6a,52.8,-180.5,0.3,0.37,31
358,179,MOp6a,63.9,-294.2,0.2,0.3,54
325,241,MOp6a,48.7,-276,0.2,0.43,19
366,179,MOp6a,63,-302.8,0.2,0.3,54
116,289,MOp6a,24.9,-91,0.3,0.23,26
100,433,MOp6a,23.5,-76.7,0.3,0.27,24
212,467,MOp6a,52.4,-159.9,0.3,0.2,63
121,1248,MOp6a,32.1,-89.3,0.4,0.7,33
93,2091,MOp6a,31.7,-61.3,0.5,0.6,44
136,380,MOp6a,25.8,-109.7,0.2,0.27,30
108,638,MOp6a,29.2,-78.5,0.4,0.37,15
77,362,MOp6a,18.5,-58.1,0.3,0.5,37
98,2634,MOp6a,61.6,-36.6,1.7,0.63,29
76,122,MOp6a,7.1,-68.6,0.1,0.77,25
70,386,MOp6a,22.3,-48.1,0.5,0.7,26
107,1621,MOp6a,23.6,-83.6,0.3,0.8,32
194,1319,MOp6a,136.4,-57.2,2.4,0.87,6
150,294,MOp6a,48,-102.3,0.5,0.8,48
181,1065,MOp6a,34.1,-146.8,0.2,0.33,13
285,395,MOp6a,74.4,-210.5,0.4,0.6,100
260,394,MOp6a,63.4,-196.4,0.3,0.57,100
24,72,MOp6a,7.1,-16.9,0.4,2.13,0
281,407,MOp6a,77.3,-204.2,0.4,0.57,99
116,843,MOp6a,29.2,-86.6,0.3,0.8,32
207,89,MOp6a,63.1,-144.1,0.4,0.53,45
432,346,MOp6a,139,-293.5,0.5,0.23,59
188,465,MOp6a,131.3,-56.8,2.3,0.57,69
80,3200,MOp6a,55.4,-24.5,2.3,0.5,0
201,463,MOp6a,145.2,-55.5,2.6,0.57,67
214,436,MOp6a,58.1,-155.7,0.4,0.57,39
143,338,MOp6a,46.9,-96,0.5,0.57,66
135,738,MOp6a,45.9,-89,0.5,0.53,64
94,1392,MOp6a,20.2,-74.2,0.3,0.23,33
88,736,MOp6a,83.7,-4.1,20.3,0.03,5
141,1857,MOp6a,34.9,-105.6,0.3,0.67,47
165,542,MOp6a,75.2,-89.8,0.8,1.17,29
137,2380,MOp6a,57.9,-79.4,0.7,1.07,30
122,1158,MOp6a,38.3,-84.1,0.5,0.93,35
84,2591,MOp6a,16.8,-67.5,0.2,0.8,35
216,1512,MOp6a,46.1,-170.1,0.3,0.3,8
219,247,MOp6a,48.7,-170.4,0.3,0.83,43
220,243,MOp6a,125.2,-95.3,1.3,0.7,37
166,663,cc,53.3,-112.9,0.5,0.83,41
288,3060,cc,77,-210.6,0.4,0.57,53
88,471,MOp6a,19.8,-68.4,0.3,0.77,25
56,1633,MOp6a,18.1,-38,0.5,0.63,20
128,151,MOp6a,31.9,-95.9,0.3,0.8,40
146,285,MOp6a,53,-92.6,0.6,0.7,47
99,2308,MOp6a,69.3,-30.2,2.3,0.9,0
155,733,MOp6a,44.1,-111.3,0.4,0.77,48
146,781,MOp6a,35.6,-110.5,0.3,0.6,40
153,1435,MOp6a,107.9,-45.1,2.4,0.9,5
109,773,MOp6a,64.2,-44.5,1.4,0.53,40
114,318,MOp6a,34.5,-79.5,0.4,1.1,30
212,359,MOp6a,119.4,-92.8,1.3,0.63,46
137,131,cc,48,-88.9,0.5,0.27,9
123,227,cc,101.2,-22,4.6,0.27,10
249,217,cc,50.8,-198.3,0.3,0.3,9
185,761,cc,29.6,-155.4,0.2,0.43,10
130,1898,cc,25.1,-104.8,0.2,0.3,13
178,220,cc,145.8,-31.8,4.6,0.8,0
89,458,cc,24.9,-64.3,0.4,0.33,13
210,336,cc,39.9,-169.7,0.2,0.27,12
91,337,cc,71,-20.4,3.5,0.37,6
109,624,cc,32.6,-76.3,0.4,0.27,11
193,209,cc,139.6,-53.5,2.6,0.93,5
86,599,cc,24.3,-62,0.4,0.3,14
72,8089,cc,54.6,-17.4,3.1,0.93,0
195,291,cc,45.7,-149.5,0.3,0.33,11
195,674,cc,43.6,-151.7,0.3,0.3,10
96,969,cc,27.9,-68.3,0.4,0.5,33
137,2733,MOp6a,40.3,-96.3,0.4,0.6,43
98,191,cc,19.2,-79.1,0.2,0.3,12
175,3906,MOp6a,63.8,-111.3,0.6,1.03,40
258,132,MOp6a,67.5,-190.2,0.4,0.43,48
288,95,MOp6a,77.2,-210.4,0.4,0.47,56
101,3292,MOp6a,21,-80.3,0.3,0.73,38
134,1286,cc,46.9,-87.1,0.5,0.27,19
87,716,cc,23.1,-63.4,0.4,0.3,11
163,555,cc,42.5,-120.1,0.4,0.3,10
143,141,AIv6a,34.8,-108.6,0.3,0.27,13
153,166,AIv6a,36.9,-115.7,0.3,0.33,11
155,770,AIv6a,33.9,-121.2,0.3,0.27,10
177,269,AIv6a,26.7,-150.4,0.2,0.4,12
184,252,cc,39.5,-144.2,0.3,0.33,12
258,1106,cc,49.8,-208.6,0.2,0.3,18
131,389,cc,36.2,-95.2,0.4,0.27,10
156,192,cc,24,-132.1,0.2,0.37,7
143,304,cc,30,-113.1,0.3,0.3,13
146,209,cc,35.1,-111,0.3,0.27,15
132,185,cc,41.9,-90.2,0.5,0.27,14
141,463,cc,27.8,-113.3,0.2,0.3,12
404,2309,cc,75.8,-327.8,0.2,0.3,16
228,1940,cc,34,-194.5,0.2,0.37,9
171,141,cc,57.1,-113.4,0.5,0.27,8
152,276,cc,38,-114,0.3,0.3,8
174,569,cc,30.8,-143.1,0.2,0.33,13
173,204,cc,42.2,-131.1,0.3,0.27,12
159,1601,cc,28.3,-130.6,0.2,0.33,16
87,305,cc,21.3,-66.1,0.3,0.27,7
61,426,ORBl6a,14,-47,0.3,0.7,17
97,554,ORBl6a,23.4,-73.8,0.3,0.33,8
65,880,ORBl6a,19,-46.3,0.4,0.93,14
82,2304,ORBl6a,32.2,-49.5,0.7,0.43,30
154,445,ORBl6a,37.2,-116.6,0.3,0.27,11
145,445,ORBl6a,28.5,-116.8,0.2,0.8,36
266,56,ORBl6a,60,-205.8,0.3,0.83,54
184,158,ORBl6a,29.5,-154.9,0.2,0.37,19
109,729,ORBl6a,28.4,-80.4,0.4,0.3,14
95,1045,ORBl6a,17.9,-77.2,0.2,0.33,11
107,2047,ORBl6a,87.5,-19.9,4.4,0.9,0
130,334,ORBl6a,85.4,-44.1,1.9,0.47,24
101,243,ORBl6a,74.1,-26.4,2.8,0.2,9
145,312,ORBl6a,65.8,-79.4,0.8,0.2,8
98,2833,ORBl6a,82.1,-15.4,5.3,0.27,6
86,502,ORBl6a,84.1,-2.2,37.5,0.6,5
106,3229,ORBl5,24.2,-81.8,0.3,1,31
387,241,ORBl5,56.4,-330.6,0.2,0.97,75
265,300,ORBl5,37.8,-227.4,0.2,1.03,66
77,1880,ORBl5,12.9,-64.1,0.2,1.17,16
95,560,ORBl5,89.3,-5.4,16.4,1.6,5
219,1506,ORBl5,71,-147.6,0.5,1,41
243,457,ORBl5,47.1,-196.1,0.2,0.8,50
281,310,ORBl5,67.5,-213.9,0.3,0.8,53
119,1678,ORBl5,29.6,-89,0.3,0.83,28
104,112,ORBl5,25.3,-78.3,0.3,0.73,30
105,426,ORBl5,25.1,-79.4,0.3,0.97,37
167,1243,ORBl5,26.1,-141,0.2,0.57,67
110,1413,ORBl5,76,-33.6,2.3,1.03,34
275,519,ORBl5,44.1,-231.3,0.2,0.93,51
64,327,ORBl5,20,-44.2,0.5,0.57,24
75,1236,ORBl5,18.9,-56.2,0.3,1.1,21
91,844,ORBl5,76.6,-14.8,5.2,-2.7,0
71,990,ORBl5,15.8,-55.5,0.3,0.67,18
264,2061,CTXsp,65.2,-199.3,0.3,1,47
301,286,CTXsp,79.9,-221.6,0.4,0.87,65
210,283,CTXsp,52.9,-157.1,0.3,0.77,45
151,3269,ORBl5,39.2,-111.7,0.4,0.5,39
137,170,ORBl5,44.2,-93,0.5,0.7,46
129,1028,ORBl5,31.8,-97.3,0.3,0.73,39
178,816,ORBl5,69.5,-108.7,0.6,0.83,43
193,183,ORBl5,43,-150.3,0.3,0.93,40
158,2077,ORBl5,30.7,-127.1,0.2,0.9,44
